Kuukausi,Polttoneste,Hinta
2017-10-01,"Moottoribensiini 95 E 10, snt/l",143.2
2017-10-01,"Dieselöljy, snt/l",127.1
2017-10-01,"Kevyt polttoöljy, snt/l",88.9
2017-10-01,"Kevyt polttoöljy, eur/MWh",88.6
2017-11-01,"Moottoribensiini 95 E 10, snt/l",149.3
2017-11-01,"Dieselöljy, snt/l",134.8
2017-11-01,"Kevyt polttoöljy, snt/l",93.1
2017-11-01,"Kevyt polttoöljy, eur/MWh",92.8
2017-12-01,"Moottoribensiini 95 E 10, snt/l",142.6
2017-12-01,"Dieselöljy, snt/l",130.5
2017-12-01,"Kevyt polttoöljy, snt/l",92.1
2017-12-01,"Kevyt polttoöljy, eur/MWh",91.8
2018-01-01,"Moottoribensiini 95 E 10, snt/l",146.4
2018-01-01,"Dieselöljy, snt/l",135.1
2018-01-01,"Kevyt polttoöljy, snt/l",98.2
2018-01-01,"Kevyt polttoöljy, eur/MWh",97.9
2018-02-01,"Moottoribensiini 95 E 10, snt/l",144.5
2018-02-01,"Dieselöljy, snt/l",132.6
2018-02-01,"Kevyt polttoöljy, snt/l",91.5
2018-02-01,"Kevyt polttoöljy, eur/MWh",91.2
2018-03-01,"Moottoribensiini 95 E 10, snt/l",143.3
2018-03-01,"Dieselöljy, snt/l",131.8
2018-03-01,"Kevyt polttoöljy, snt/l",91.2
2018-03-01,"Kevyt polttoöljy, eur/MWh",90.9
2018-04-01,"Moottoribensiini 95 E 10, snt/l",144.7
2018-04-01,"Dieselöljy, snt/l",130.8
2018-04-01,"Kevyt polttoöljy, snt/l",97.4
2018-04-01,"Kevyt polttoöljy, eur/MWh",97.1
2018-05-01,"Moottoribensiini 95 E 10, snt/l",150.2
2018-05-01,"Dieselöljy, snt/l",134.6
2018-05-01,"Kevyt polttoöljy, snt/l",101.9
2018-05-01,"Kevyt polttoöljy, eur/MWh",101.6
2018-06-01,"Moottoribensiini 95 E 10, snt/l",155.4
2018-06-01,"Dieselöljy, snt/l",139.7
2018-06-01,"Kevyt polttoöljy, snt/l",102.3
2018-06-01,"Kevyt polttoöljy, eur/MWh",102.0
2018-07-01,"Moottoribensiini 95 E 10, snt/l",151.6
2018-07-01,"Dieselöljy, snt/l",135.6
2018-07-01,"Kevyt polttoöljy, snt/l",101.1
2018-07-01,"Kevyt polttoöljy, eur/MWh",100.8
2018-08-01,"Moottoribensiini 95 E 10, snt/l",157.0
2018-08-01,"Dieselöljy, snt/l",139.6
2018-08-01,"Kevyt polttoöljy, snt/l",103.3
2018-08-01,"Kevyt polttoöljy, eur/MWh",103.0
2018-09-01,"Moottoribensiini 95 E 10, snt/l",157.8
2018-09-01,"Dieselöljy, snt/l",140.3
2018-09-01,"Kevyt polttoöljy, snt/l",104.1
2018-09-01,"Kevyt polttoöljy, eur/MWh",103.8
2018-10-01,"Moottoribensiini 95 E 10, snt/l",153.8
2018-10-01,"Dieselöljy, snt/l",144.5
2018-10-01,"Kevyt polttoöljy, snt/l",107.6
2018-10-01,"Kevyt polttoöljy, eur/MWh",107.2
2018-11-01,"Moottoribensiini 95 E 10, snt/l",155.0
2018-11-01,"Dieselöljy, snt/l",154.6
2018-11-01,"Kevyt polttoöljy, snt/l",103.3
2018-11-01,"Kevyt polttoöljy, eur/MWh",103.0
2018-12-01,"Moottoribensiini 95 E 10, snt/l",148.0
2018-12-01,"Dieselöljy, snt/l",147.0
2018-12-01,"Kevyt polttoöljy, snt/l",93.0
2018-12-01,"Kevyt polttoöljy, eur/MWh",92.7
2019-01-01,"Moottoribensiini 95 E 10, snt/l",144.0
2019-01-01,"Dieselöljy, snt/l",139.0
2019-01-01,"Kevyt polttoöljy, snt/l",93.0
2019-01-01,"Kevyt polttoöljy, eur/MWh",92.3
2019-02-01,"Moottoribensiini 95 E 10, snt/l",143.0
2019-02-01,"Dieselöljy, snt/l",140.0
2019-02-01,"Kevyt polttoöljy, snt/l",97.0
2019-02-01,"Kevyt polttoöljy, eur/MWh",96.2
2019-03-01,"Moottoribensiini 95 E 10, snt/l",148.0
2019-03-01,"Dieselöljy, snt/l",144.0
2019-03-01,"Kevyt polttoöljy, snt/l",100.0
2019-03-01,"Kevyt polttoöljy, eur/MWh",99.2
2019-04-01,"Moottoribensiini 95 E 10, snt/l",156.0
2019-04-01,"Dieselöljy, snt/l",142.0
2019-04-01,"Kevyt polttoöljy, snt/l",101.0
2019-04-01,"Kevyt polttoöljy, eur/MWh",100.2
2019-05-01,"Moottoribensiini 95 E 10, snt/l",159.0
2019-05-01,"Dieselöljy, snt/l",142.0
2019-05-01,"Kevyt polttoöljy, snt/l",103.0
2019-05-01,"Kevyt polttoöljy, eur/MWh",102.2
2019-06-01,"Moottoribensiini 95 E 10, snt/l",158.0
2019-06-01,"Dieselöljy, snt/l",140.0
2019-06-01,"Kevyt polttoöljy, snt/l",95.0
2019-06-01,"Kevyt polttoöljy, eur/MWh",94.2
2019-07-01,"Moottoribensiini 95 E 10, snt/l",157.0
2019-07-01,"Dieselöljy, snt/l",138.0
2019-07-01,"Kevyt polttoöljy, snt/l",98.0
2019-07-01,"Kevyt polttoöljy, eur/MWh",97.2
2019-08-01,"Moottoribensiini 95 E 10, snt/l",154.0
2019-08-01,"Dieselöljy, snt/l",136.0
2019-08-01,"Kevyt polttoöljy, snt/l",95.0
2019-08-01,"Kevyt polttoöljy, eur/MWh",94.2
2019-09-01,"Moottoribensiini 95 E 10, snt/l",154.0
2019-09-01,"Dieselöljy, snt/l",140.0
2019-09-01,"Kevyt polttoöljy, snt/l",99.0
2019-09-01,"Kevyt polttoöljy, eur/MWh",98.2
2019-10-01,"Moottoribensiini 95 E 10, snt/l",153.0
2019-10-01,"Dieselöljy, snt/l",142.0
2019-10-01,"Kevyt polttoöljy, snt/l",99.0
2019-10-01,"Kevyt polttoöljy, eur/MWh",98.2
2019-11-01,"Moottoribensiini 95 E 10, snt/l",153.0
2019-11-01,"Dieselöljy, snt/l",142.0
2019-11-01,"Kevyt polttoöljy, snt/l",98.0
2019-11-01,"Kevyt polttoöljy, eur/MWh",97.2
2019-12-01,"Moottoribensiini 95 E 10, snt/l",153.0
2019-12-01,"Dieselöljy, snt/l",143.0
2019-12-01,"Kevyt polttoöljy, snt/l",99.0
2019-12-01,"Kevyt polttoöljy, eur/MWh",98.2
2020-01-01,"Moottoribensiini 95 E 10, snt/l",155.0
2020-01-01,"Dieselöljy, snt/l",146.0
2020-01-01,"Kevyt polttoöljy, snt/l",99.0
2020-01-01,"Kevyt polttoöljy, eur/MWh",98.9
2020-02-01,"Moottoribensiini 95 E 10, snt/l",151.0
2020-02-01,"Dieselöljy, snt/l",139.0
2020-02-01,"Kevyt polttoöljy, snt/l",91.0
2020-02-01,"Kevyt polttoöljy, eur/MWh",90.9
2020-03-01,"Moottoribensiini 95 E 10, snt/l",143.0
2020-03-01,"Dieselöljy, snt/l",130.0
2020-03-01,"Kevyt polttoöljy, snt/l",77.0
2020-03-01,"Kevyt polttoöljy, eur/MWh",76.9
2020-04-01,"Moottoribensiini 95 E 10, snt/l",133.0
2020-04-01,"Dieselöljy, snt/l",123.0
2020-04-01,"Kevyt polttoöljy, snt/l",70.0
2020-04-01,"Kevyt polttoöljy, eur/MWh",69.9
2020-05-01,"Moottoribensiini 95 E 10, snt/l",128.0
2020-05-01,"Dieselöljy, snt/l",116.0
2020-05-01,"Kevyt polttoöljy, snt/l",60.0
2020-05-01,"Kevyt polttoöljy, eur/MWh",60.0
2020-06-01,"Moottoribensiini 95 E 10, snt/l",135.0
2020-06-01,"Dieselöljy, snt/l",118.0
2020-06-01,"Kevyt polttoöljy, snt/l",74.0
2020-06-01,"Kevyt polttoöljy, eur/MWh",73.9
2020-07-01,"Moottoribensiini 95 E 10, snt/l",140.0
2020-07-01,"Dieselöljy, snt/l",122.0
2020-07-01,"Kevyt polttoöljy, snt/l",77.0
2020-07-01,"Kevyt polttoöljy, eur/MWh",76.9
2020-08-01,"Moottoribensiini 95 E 10, snt/l",145.0
2020-08-01,"Dieselöljy, snt/l",128.0
2020-08-01,"Kevyt polttoöljy, snt/l",76.0
2020-08-01,"Kevyt polttoöljy, eur/MWh",75.9
2020-09-01,"Moottoribensiini 95 E 10, snt/l",145.0
2020-09-01,"Dieselöljy, snt/l",125.0
2020-09-01,"Kevyt polttoöljy, snt/l",71.0
2020-09-01,"Kevyt polttoöljy, eur/MWh",70.9
2020-10-01,"Moottoribensiini 95 E 10, snt/l",145.0
2020-10-01,"Dieselöljy, snt/l",124.0
2020-10-01,"Kevyt polttoöljy, snt/l",72.0
2020-10-01,"Kevyt polttoöljy, eur/MWh",71.9
2020-11-01,"Moottoribensiini 95 E 10, snt/l",138.0
2020-11-01,"Dieselöljy, snt/l",124.0
2020-11-01,"Kevyt polttoöljy, snt/l",72.0
2020-11-01,"Kevyt polttoöljy, eur/MWh",71.9
2020-12-01,"Moottoribensiini 95 E 10, snt/l",143.0
2020-12-01,"Dieselöljy, snt/l",130.0
2020-12-01,"Kevyt polttoöljy, snt/l",77.0
2020-12-01,"Kevyt polttoöljy, eur/MWh",76.9
2021-01-01,"Moottoribensiini 95 E 10, snt/l",148.0
2021-01-01,"Dieselöljy, snt/l",138.0
2021-01-01,"Kevyt polttoöljy, snt/l",86.0
2021-01-01,"Kevyt polttoöljy, eur/MWh",85.9
2021-02-01,"Moottoribensiini 95 E 10, snt/l",155.0
2021-02-01,"Dieselöljy, snt/l",144.0
2021-02-01,"Kevyt polttoöljy, snt/l",92.0
2021-02-01,"Kevyt polttoöljy, eur/MWh",91.9
2021-03-01,"Moottoribensiini 95 E 10, snt/l",161.0
2021-03-01,"Dieselöljy, snt/l",150.0
2021-03-01,"Kevyt polttoöljy, snt/l",96.0
2021-03-01,"Kevyt polttoöljy, eur/MWh",95.9
2021-04-01,"Moottoribensiini 95 E 10, snt/l",164.0
2021-04-01,"Dieselöljy, snt/l",150.0
2021-04-01,"Kevyt polttoöljy, snt/l",93.0
2021-04-01,"Kevyt polttoöljy, eur/MWh",92.9
2021-05-01,"Moottoribensiini 95 E 10, snt/l",166.0
2021-05-01,"Dieselöljy, snt/l",150.0
2021-05-01,"Kevyt polttoöljy, snt/l",97.0
2021-05-01,"Kevyt polttoöljy, eur/MWh",96.9
2021-06-01,"Moottoribensiini 95 E 10, snt/l",164.0
2021-06-01,"Dieselöljy, snt/l",149.0
2021-06-01,"Kevyt polttoöljy, snt/l",99.0
2021-06-01,"Kevyt polttoöljy, eur/MWh",98.9
2021-07-01,"Moottoribensiini 95 E 10, snt/l",170.0
2021-07-01,"Dieselöljy, snt/l",152.0
2021-07-01,"Kevyt polttoöljy, snt/l",101.0
2021-07-01,"Kevyt polttoöljy, eur/MWh",100.9
2021-08-01,"Moottoribensiini 95 E 10, snt/l",173.0
2021-08-01,"Dieselöljy, snt/l",153.0
2021-08-01,"Kevyt polttoöljy, snt/l",101.0
2021-08-01,"Kevyt polttoöljy, eur/MWh",100.9
2021-09-01,"Moottoribensiini 95 E 10, snt/l",172.0
2021-09-01,"Dieselöljy, snt/l",152.0
2021-09-01,"Kevyt polttoöljy, snt/l",103.0
2021-09-01,"Kevyt polttoöljy, eur/MWh",102.9
2021-10-01,"Moottoribensiini 95 E 10, snt/l",180.0
2021-10-01,"Dieselöljy, snt/l",163.0
2021-10-01,"Kevyt polttoöljy, snt/l",114.0
2021-10-01,"Kevyt polttoöljy, eur/MWh",113.9
2021-11-01,"Moottoribensiini 95 E 10, snt/l",189.0
2021-11-01,"Dieselöljy, snt/l",170.0
2021-11-01,"Kevyt polttoöljy, snt/l",115.0
2021-11-01,"Kevyt polttoöljy, eur/MWh",114.9
2021-12-01,"Moottoribensiini 95 E 10, snt/l",182.0
2021-12-01,"Dieselöljy, snt/l",167.0
2021-12-01,"Kevyt polttoöljy, snt/l",111.0
2021-12-01,"Kevyt polttoöljy, eur/MWh",110.9
2022-01-01,"Moottoribensiini 95 E 10, snt/l",188.0
2022-01-01,"Dieselöljy, snt/l",178.0
2022-01-01,"Kevyt polttoöljy, snt/l",118.0
2022-01-01,"Kevyt polttoöljy, eur/MWh",117.9
2022-02-01,"Moottoribensiini 95 E 10, snt/l",194.0
2022-02-01,"Dieselöljy, snt/l",187.0
2022-02-01,"Kevyt polttoöljy, snt/l",129.0
2022-02-01,"Kevyt polttoöljy, eur/MWh",128.9
2022-03-01,"Moottoribensiini 95 E 10, snt/l",223.0
2022-03-01,"Dieselöljy, snt/l",233.0
2022-03-01,"Kevyt polttoöljy, snt/l",206.0
2022-03-01,"Kevyt polttoöljy, eur/MWh",205.8
2022-04-01,"Moottoribensiini 95 E 10, snt/l",217.0
2022-04-01,"Dieselöljy, snt/l",222.0
2022-04-01,"Kevyt polttoöljy, snt/l",159.0
2022-04-01,"Kevyt polttoöljy, eur/MWh",158.9
2022-05-01,"Moottoribensiini 95 E 10, snt/l",230.0
2022-05-01,"Dieselöljy, snt/l",227.0
2022-05-01,"Kevyt polttoöljy, snt/l",174.0
2022-05-01,"Kevyt polttoöljy, eur/MWh",173.9
2022-06-01,"Moottoribensiini 95 E 10, snt/l",257.0
2022-06-01,"Dieselöljy, snt/l",244.0
2022-06-01,"Kevyt polttoöljy, snt/l",195.0
2022-06-01,"Kevyt polttoöljy, eur/MWh",194.8
2022-07-01,"Moottoribensiini 95 E 10, snt/l",233.0
2022-07-01,"Dieselöljy, snt/l",227.0
2022-07-01,"Kevyt polttoöljy, snt/l",178.0
2022-07-01,"Kevyt polttoöljy, eur/MWh",177.9
2022-08-01,"Moottoribensiini 95 E 10, snt/l",214.0
2022-08-01,"Dieselöljy, snt/l",209.0
2022-08-01,"Kevyt polttoöljy, snt/l",162.0
2022-08-01,"Kevyt polttoöljy, eur/MWh",161.9
2022-09-01,"Moottoribensiini 95 E 10, snt/l",207.0
2022-09-01,"Dieselöljy, snt/l",216.0
2022-09-01,"Kevyt polttoöljy, snt/l",173.0
2022-09-01,"Kevyt polttoöljy, eur/MWh",172.9
2022-10-01,"Moottoribensiini 95 E 10, snt/l",207.0
2022-10-01,"Dieselöljy, snt/l",217.0
2022-10-01,"Kevyt polttoöljy, snt/l",193.0
2022-10-01,"Kevyt polttoöljy, eur/MWh",192.8
2022-11-01,"Moottoribensiini 95 E 10, snt/l",207.0
2022-11-01,"Dieselöljy, snt/l",228.0
2022-11-01,"Kevyt polttoöljy, snt/l",180.0
2022-11-01,"Kevyt polttoöljy, eur/MWh",179.9
2022-12-01,"Moottoribensiini 95 E 10, snt/l",187.0
2022-12-01,"Dieselöljy, snt/l",198.0
2022-12-01,"Kevyt polttoöljy, snt/l",144.0
2022-12-01,"Kevyt polttoöljy, eur/MWh",143.9
2023-01-01,"Moottoribensiini 95 E 10, snt/l",191.0
2023-01-01,"Dieselöljy, snt/l",208.0
2023-01-01,"Kevyt polttoöljy, snt/l",155.0
2023-01-01,"Kevyt polttoöljy, eur/MWh",154.9
2023-02-01,"Moottoribensiini 95 E 10, snt/l",199.0
2023-02-01,"Dieselöljy, snt/l",207.0
2023-02-01,"Kevyt polttoöljy, snt/l",145.0
2023-02-01,"Kevyt polttoöljy, eur/MWh",144.9
2023-03-01,"Moottoribensiini 95 E 10, snt/l",198.0
2023-03-01,"Dieselöljy, snt/l",202.0
2023-03-01,"Kevyt polttoöljy, snt/l",145.0
2023-03-01,"Kevyt polttoöljy, eur/MWh",144.9
2023-04-01,"Moottoribensiini 95 E 10, snt/l",200.0
2023-04-01,"Dieselöljy, snt/l",196.0
2023-04-01,"Kevyt polttoöljy, snt/l",140.0
2023-04-01,"Kevyt polttoöljy, eur/MWh",139.9
2023-05-01,"Moottoribensiini 95 E 10, snt/l",196.0
2023-05-01,"Dieselöljy, snt/l",186.0
2023-05-01,"Kevyt polttoöljy, snt/l",128.0
2023-05-01,"Kevyt polttoöljy, eur/MWh",127.9
2023-06-01,"Moottoribensiini 95 E 10, snt/l",198.0
2023-06-01,"Dieselöljy, snt/l",185.0
2023-06-01,"Kevyt polttoöljy, snt/l",133.0
2023-06-01,"Kevyt polttoöljy, eur/MWh",132.9
2023-07-01,"Moottoribensiini 95 E 10, snt/l",194.0
2023-07-01,"Dieselöljy, snt/l",185.0
2023-07-01,"Kevyt polttoöljy, snt/l",135.0
2023-07-01,"Kevyt polttoöljy, eur/MWh",134.9
2023-08-01,"Moottoribensiini 95 E 10, snt/l",198.0
2023-08-01,"Dieselöljy, snt/l",194.0
2023-08-01,"Kevyt polttoöljy, snt/l",151.0
2023-08-01,"Kevyt polttoöljy, eur/MWh",150.9
2023-09-01,"Moottoribensiini 95 E 10, snt/l",205.0
2023-09-01,"Dieselöljy, snt/l",205.0
2023-09-01,"Kevyt polttoöljy, snt/l",159.0
2023-09-01,"Kevyt polttoöljy, eur/MWh",158.9
2023-10-01,"Moottoribensiini 95 E 10, snt/l",200.0
2023-10-01,"Dieselöljy, snt/l",206.0
2023-10-01,"Kevyt polttoöljy, snt/l",154.0
2023-10-01,"Kevyt polttoöljy, eur/MWh",153.9
2023-11-01,"Moottoribensiini 95 E 10, snt/l",195.0
2023-11-01,"Dieselöljy, snt/l",203.0
2023-11-01,"Kevyt polttoöljy, snt/l",148.0
2023-11-01,"Kevyt polttoöljy, eur/MWh",147.9
2023-12-01,"Moottoribensiini 95 E 10, snt/l",187.0
2023-12-01,"Dieselöljy, snt/l",197.0
2023-12-01,"Kevyt polttoöljy, snt/l",141.0
2023-12-01,"Kevyt polttoöljy, eur/MWh",140.9
2024-01-01,"Moottoribensiini 95 E 10, snt/l",176.0
2024-01-01,"Dieselöljy, snt/l",183.0
2024-01-01,"Kevyt polttoöljy, snt/l",137.0
2024-01-01,"Kevyt polttoöljy, eur/MWh",137.4
2024-02-01,"Moottoribensiini 95 E 10, snt/l",182.0
2024-02-01,"Dieselöljy, snt/l",191.0
2024-02-01,"Kevyt polttoöljy, snt/l",149.0
2024-02-01,"Kevyt polttoöljy, eur/MWh",149.4
2024-03-01,"Moottoribensiini 95 E 10, snt/l",192.0
2024-03-01,"Dieselöljy, snt/l",194.0
2024-03-01,"Kevyt polttoöljy, snt/l",144.0
2024-03-01,"Kevyt polttoöljy, eur/MWh",144.4
2024-04-01,"Moottoribensiini 95 E 10, snt/l",190.0
2024-04-01,"Dieselöljy, snt/l",187.0
2024-04-01,"Kevyt polttoöljy, snt/l",147.0
2024-04-01,"Kevyt polttoöljy, eur/MWh",147.4
2024-05-01,"Moottoribensiini 95 E 10, snt/l",188.0
2024-05-01,"Dieselöljy, snt/l",178.0
2024-05-01,"Kevyt polttoöljy, snt/l",137.0
2024-05-01,"Kevyt polttoöljy, eur/MWh",137.4
2024-06-01,"Moottoribensiini 95 E 10, snt/l",186.0
2024-06-01,"Dieselöljy, snt/l",175.0
2024-06-01,"Kevyt polttoöljy, snt/l",133.0
2024-06-01,"Kevyt polttoöljy, eur/MWh",133.4
2024-07-01,"Moottoribensiini 95 E 10, snt/l",187.0
2024-07-01,"Dieselöljy, snt/l",177.0
2024-07-01,"Kevyt polttoöljy, snt/l",140.0
2024-07-01,"Kevyt polttoöljy, eur/MWh",140.4
2024-08-01,"Moottoribensiini 95 E 10, snt/l",185.0
2024-08-01,"Dieselöljy, snt/l",175.0
2024-08-01,"Kevyt polttoöljy, snt/l",132.0
2024-08-01,"Kevyt polttoöljy, eur/MWh",132.4
2024-09-01,"Moottoribensiini 95 E 10, snt/l",180.0
2024-09-01,"Dieselöljy, snt/l",171.0
2024-09-01,"Kevyt polttoöljy, snt/l",127.0
2024-09-01,"Kevyt polttoöljy, eur/MWh",127.4
2024-10-01,"Moottoribensiini 95 E 10, snt/l",178.0
2024-10-01,"Dieselöljy, snt/l",170.0
2024-10-01,"Kevyt polttoöljy, snt/l",132.0
2024-10-01,"Kevyt polttoöljy, eur/MWh",132.4
2024-11-01,"Moottoribensiini 95 E 10, snt/l",175.0
2024-11-01,"Dieselöljy, snt/l",172.0
2024-11-01,"Kevyt polttoöljy, snt/l",132.0
2024-11-01,"Kevyt polttoöljy, eur/MWh",132.4
2024-12-01,"Moottoribensiini 95 E 10, snt/l",176.0
2024-12-01,"Dieselöljy, snt/l",177.0
2024-12-01,"Kevyt polttoöljy, snt/l",129.0
2024-12-01,"Kevyt polttoöljy, eur/MWh",129.4
2025-01-01,"Moottoribensiini 95 E 10, snt/l",179.0
2025-01-01,"Dieselöljy, snt/l",180.0
2025-01-01,"Kevyt polttoöljy, snt/l",133.0
2025-01-01,"Kevyt polttoöljy, eur/MWh",133.4
2025-02-01,"Moottoribensiini 95 E 10, snt/l",178.0
2025-02-01,"Dieselöljy, snt/l",179.0
2025-02-01,"Kevyt polttoöljy, snt/l",132.0
2025-02-01,"Kevyt polttoöljy, eur/MWh",132.4
2025-03-01,"Moottoribensiini 95 E 10, snt/l",179.0
2025-03-01,"Dieselöljy, snt/l",179.0
2025-03-01,"Kevyt polttoöljy, snt/l",126.0
2025-03-01,"Kevyt polttoöljy, eur/MWh",126.4
